資料区分,都道府県コード,警察署等コード,本票番号,補充票番号,当事者種別,用途別,車両形状等,乗車別,乗車等の区分,サポカー,エアバッグの装備,サイドエアバッグの装備,人身損傷程度,車両の衝突部位,車両の損壊程度
2,22,126,0068,003,03,31,01,2,01,00,2,2,2,  , 
2,22,126,0075,001,14,31,11,1,07,00,2,2,2,31,3
2,22,126,0075,002,03,31,01,1,07,00,2,2,2,30,3
2,22,126,0082,001,03,31,01,2,01,11,2,2,2,  , 
2,22,126,0084,001,03,31,01,2,01,00,2,2,2,  , 
2,22,126,0088,001,04,31,01,1,07,00,2,2,2,10,3
2,23,059,0001,001,03,31,01,2,01,11,2,2,2,  , 
2,23,101,0007,001,61,00,00,5,07,00,0,0,2,00,0
2,23,101,0007,002,03,31,01,1,07,11,2,2,2,31,2
2,23,113,0065,001,04,31,01,2,01,11,2,2,2,  , 
2,23,113,0070,001,04,31,01,2,01,11,2,2,2,  , 
2,23,114,0010,001,04,31,01,1,07,11,1,2,2,10,1
2,23,114,0010,002,04,31,01,2,01,11,2,2,2,  , 
2,23,117,0023,001,03,31,01,2,01,11,2,2,2,  , 
2,23,118,0016,001,71,00,00,5,07,00,0,0,2,  , 
2,23,118,0017,001,03,31,01,2,01,11,2,2,2,  , 
2,23,121,0030,001,03,31,01,2,01,11,2,2,2,  , 
2,23,121,0034,001,14,31,11,2,01,11,2,2,2,  , 
2,23,122,0004,001,17,01,11,2,01,01,2,2,2,  , 
2,24,059,0010,001,03,31,01,2,01,11,1,2,1,  , 
2,24,101,0182,001,03,31,01,2,01,11,2,2,2,  , 
2,24,101,0182,002,03,31,01,2,01,11,2,2,2,  , 
2,24,101,0209,001,03,31,01,2,01,11,2,2,2,  , 
2,24,101,0224,001,03,31,01,2,01,11,2,2,2,  , 
2,24,101,0232,001,03,31,01,2,01,11,2,2,2,  , 
2,24,101,0232,002,03,31,01,2,01,11,2,2,2,  , 
2,24,101,0232,003,03,31,01,2,01,11,2,2,2,  , 
2,24,102,0075,001,04,31,01,2,01,11,2,2,2,  , 
2,24,102,0079,001,14,31,11,2,01,11,2,2,2,  , 
2,24,102,0083,001,72,00,00,5,07,00,0,0,2,  , 
2,24,103,0053,001,03,31,01,1,07,11,2,2,2,70,3
2,24,103,0055,001,01,01,01,2,01,11,2,2,2,  , 
2,24,103,0061,001,04,31,01,2,01,11,2,2,2,  , 
2,24,103,0063,001,04,31,01,2,01,11,2,2,2,  , 
2,24,103,0066,001,14,31,11,2,01,11,2,2,2,  , 
2,24,104,0078,001,03,31,01,2,01,11,2,2,2,  , 
2,24,104,0085,001,03,31,01,2,01,01,1,1,2,  , 
2,24,104,0085,002,03,31,01,2,01,01,1,1,2,  , 
2,24,105,0035,001,04,31,01,2,01,11,1,2,2,  , 
2,24,106,0058,001,03,31,01,2,01,11,2,2,2,  , 
2,24,107,0027,001,03,31,01,2,01,11,2,2,2,  , 
2,24,107,0028,001,04,31,01,2,01,11,1,1,2,  , 
2,24,107,0028,002,03,31,01,2,01,11,1,2,2,  , 
2,24,108,0011,001,04,31,01,2,01,11,2,2,2,  , 
2,24,108,0011,002,04,31,01,2,01,11,2,2,2,  , 
2,24,108,0012,001,04,31,01,2,01,11,1,2,1,  , 
2,24,108,0012,002,04,31,01,2,01,11,1,2,1,  , 
2,24,108,0014,001,14,31,11,2,01,11,2,2,2,  , 
2,24,109,0056,001,03,31,01,1,07,11,2,2,2,30,3
2,24,110,0055,001,04,31,01,2,01,11,1,2,2,  , 
2,24,110,0065,001,04,31,01,2,01,11,2,2,2,  , 
2,24,111,0020,001,03,01,01,2,01,01,2,2,2,  , 
2,24,111,0021,001,03,31,01,2,01,01,2,2,2,  , 
2,24,117,0002,001,03,31,01,2,01,11,2,2,2,  , 
2,25,101,0074,001,03,31,01,2,01,01,2,2,2,  , 
2,25,101,0081,001,03,31,01,2,01,01,2,2,2,  , 
2,25,101,0082,001,04,31,01,2,01,11,1,2,2,  , 
2,25,102,0022,001,04,31,01,2,01,11,2,2,2,  , 
2,25,102,0023,001,14,31,11,2,01,11,2,2,2,  , 
2,25,102,0026,001,03,31,01,1,07,11,2,2,2,50,3
2,25,102,0026,002,03,31,01,2,01,11,2,2,2,  , 
2,25,102,0027,001,12,31,11,1,07,11,2,2,2,70,3
2,25,102,0027,002,04,31,01,2,01,11,2,2,2,  , 
2,25,102,0032,001,03,31,01,2,01,11,2,2,2,  , 
2,25,104,0016,001,04,31,01,1,07,11,1,2,2,50,2
2,25,104,0016,002,03,31,01,2,01,11,2,2,2,  , 
2,25,104,0016,003,03,31,01,2,01,11,2,2,2,  , 
2,25,104,0016,004,03,31,01,2,01,11,2,2,2,  , 
2,25,104,0019,001,04,31,01,2,01,11,2,2,2,  , 
2,25,106,0026,001,04,31,01,2,01,11,2,2,2,  , 
2,25,106,0032,001,14,31,11,2,01,11,2,2,2,  , 
2,25,108,0093,001,04,31,01,1,07,11,2,2,2,50,2
2,25,108,0093,002,04,31,01,2,01,11,2,2,2,  , 
2,25,108,0096,001,03,31,01,2,01,11,2,2,2,  , 
2,25,108,0098,001,03,31,01,2,01,11,2,2,2,  , 
2,25,108,0109,001,03,31,01,2,01,11,2,2,2,  , 
2,25,108,0112,001,04,31,01,2,01,11,1,1,1,  , 
2,25,108,0114,001,04,31,01,2,01,11,2,2,2,  , 
2,25,108,0124,001,04,31,01,2,01,11,1,2,2,  , 
2,25,109,0044,001,31,31,00,2,01,11,0,0,2,  , 
2,25,110,0064,001,04,31,01,2,01,11,1,2,2,  , 
2,25,112,0011,001,04,31,01,2,01,11,2,2,2,  , 
2,25,113,0020,001,03,31,01,2,01,11,1,2,2,  , 
2,25,113,0020,002,03,31,01,2,01,11,1,2,2,  , 
2,25,115,0051,001,61,00,00,5,07,00,0,0,2,00,0
2,25,115,0051,002,61,00,00,5,07,00,0,0,2,00,0
2,25,115,0053,001,04,31,01,2,01,11,2,2,2,  , 
2,25,115,0055,001,04,31,01,2,01,11,2,2,2,  , 
2,25,116,0014,001,17,31,11,2,01,11,1,2,2,  , 
2,25,117,0014,001,04,31,01,1,07,11,2,2,2,50,3
2,25,117,0016,001,03,31,01,2,01,01,1,1,2,  , 
2,25,121,0119,001,04,31,01,1,07,11,2,2,2,70,3
2,25,121,0119,002,04,31,01,2,01,11,2,2,2,  , 
2,25,121,0119,003,04,31,01,2,01,11,2,2,2,  , 
2,25,121,0122,001,03,31,01,2,01,11,2,2,2,  , 
2,25,121,0122,002,03,31,01,2,01,11,2,2,2,  , 
2,25,121,0124,001,03,31,01,2,01,11,2,2,2,  , 
2,25,121,0124,002,03,31,01,2,01,11,2,2,2,  , 
2,25,121,0126,001,03,31,01,2,01,11,2,2,2,  , 
2,25,121,0128,001,14,31,11,2,01,11,2,2,2,  , 
2,25,121,0131,001,03,31,01,2,01,11,2,2,2,  , 
2,25,121,0132,001,72,00,00,5,07,00,0,0,2,  , 
2,25,121,0133,001,03,31,01,2,01,11,2,2,2,  , 
2,25,121,0136,001,72,00,00,5,07,00,0,0,2,  , 
2,25,121,0140,001,03,31,01,2,01,11,2,2,2,  , 
2,25,121,0140,002,03,31,01,2,01,11,2,2,2,  , 
2,25,121,0141,001,03,31,01,1,07,11,2,2,2,30,3
2,25,121,0143,001,04,31,01,2,01,11,2,2,2,  , 
2,25,122,0014,001,04,31,01,2,01,11,2,2,2,  , 
2,25,123,0035,001,03,31,01,2,01,11,2,2,2,  , 
2,25,123,0042,001,03,31,01,2,01,11,2,2,2,  , 
2,25,123,0043,001,04,31,01,2,01,11,2,2,2,  , 
2,25,126,0012,001,03,31,01,2,01,11,2,2,2,  , 
2,25,126,0012,002,03,31,01,2,01,11,2,2,2,  , 
2,25,126,0012,003,03,31,01,2,01,11,2,2,2,  , 
2,25,126,0012,004,03,31,01,2,01,11,2,2,2,  , 
2,25,128,0034,001,03,31,01,1,07,11,2,2,2,31,2
2,25,128,0034,002,04,31,01,1,07,11,2,2,2,30,3
2,25,128,0034,003,03,31,01,2,01,11,2,2,2,  , 
2,25,130,0035,001,03,31,01,1,07,11,2,2,2,30,3
2,25,130,0046,001,03,31,01,2,01,11,1,2,2,  , 
2,30,069,0131,001,03,31,01,1,07,11,2,2,2,30,3
2,30,069,0132,001,13,31,11,1,07,11,2,2,2,30,3
2,30,069,0133,001,03,31,01,1,07,11,2,2,2,30,3
2,30,069,0134,001,13,31,11,1,07,11,2,2,2,31,3
2,30,069,0134,002,14,31,11,2,01,11,2,2,2,  , 
2,30,069,0136,001,03,31,01,1,07,11,2,2,2,30,3
2,30,069,0137,001,03,01,01,2,01,11,2,2,2,  , 
2,30,069,0142,001,17,01,11,1,07,11,2,2,2,30,3
2,30,069,0143,001,03,31,01,2,01,11,2,2,2,  , 
2,30,069,0143,002,03,31,01,2,01,11,2,2,2,  , 
2,30,069,0145,001,03,31,01,2,01,11,2,2,2,  , 
2,30,069,0146,001,13,31,11,1,07,11,2,2,2,30,3
2,30,069,0148,001,03,31,01,2,01,11,2,2,2,  , 
2,30,069,0149,001,14,31,11,2,01,11,2,2,2,  , 
2,30,069,0151,001,13,31,11,2,01,11,2,2,2,  , 
2,30,069,0154,001,03,31,01,2,01,11,2,2,2,  , 
2,30,069,0156,001,03,31,01,1,07,11,2,2,2,30,3
2,30,069,0159,001,13,31,11,1,07,11,2,2,2,30,3
2,30,069,0159,002,03,31,01,2,01,11,2,2,2,  , 
2,30,069,0164,001,04,31,01,1,07,11,2,2,2,42,2
2,30,069,0166,001,03,31,01,2,01,11,2,2,2,  , 
2,30,069,0167,001,03,31,01,2,01,11,2,2,2,  , 
2,30,069,0168,001,03,31,01,2,01,11,2,2,2,  , 
2,30,069,0171,001,03,01,01,2,01,11,2,2,2,  , 
2,30,069,0172,001,04,31,01,2,01,11,2,2,2,  , 
2,30,069,0173,001,04,31,01,1,07,11,2,2,2,13,3
2,30,069,0175,001,03,31,01,2,01,11,2,2,2,  , 
2,30,069,0178,001,04,31,01,2,01,11,2,2,2,  , 
2,30,069,0179,001,13,31,11,1,07,11,2,2,2,30,3
2,30,069,0181,001,03,31,01,2,01,11,2,2,2,  , 
2,30,069,0181,002,03,31,01,2,01,11,2,2,2,  , 
2,30,069,0182,001,03,31,01,2,01,11,2,2,2,  , 
2,30,069,0184,001,03,31,01,1,07,11,2,2,2,30,3
2,30,069,0187,001,03,31,01,2,01,11,2,2,2,  , 
2,30,069,0193,001,03,31,01,1,07,11,2,2,2,30,3
2,30,069,0193,002,03,31,01,2,01,11,2,2,2,  , 
2,30,069,0193,003,03,31,01,2,01,11,2,2,2,  , 
2,30,069,0193,004,03,31,01,2,01,11,2,2,2,  , 
2,30,069,0193,005,03,31,01,2,01,11,2,2,2,  , 
2,30,069,0195,001,04,31,01,2,01,11,2,2,2,  , 
2,30,069,0196,001,03,31,01,1,07,11,2,2,2,30,3
2,30,101,0032,001,03,31,01,2,01,11,1,2,2,  , 
2,30,101,0037,001,03,01,01,2,01,11,2,2,2,  , 
2,30,101,0040,001,03,01,01,2,01,11,2,2,2,  , 
2,30,102,0041,001,03,01,01,2,01,11,2,2,2,  , 
2,30,102,0041,002,03,01,01,2,01,11,2,2,2,  , 
2,30,104,0066,001,03,01,01,2,01,11,2,2,2,  , 
2,30,104,0067,001,03,31,01,2,01,11,2,2,2,  , 
2,30,107,0051,001,03,01,01,2,01,11,2,2,2,  , 
2,30,108,0077,001,03,01,01,2,01,11,2,2,2,  , 
2,30,108,0082,001,01,01,01,2,01,11,2,2,2,  , 
2,30,110,0040,001,03,01,01,2,01,11,2,2,2,  , 
2,30,110,0040,002,03,01,01,2,01,11,2,2,2,  , 
2,30,110,0040,003,03,01,01,2,01,11,2,2,2,  , 
2,30,110,0048,001,03,01,01,2,01,11,2,2,2,  , 
2,30,111,0078,001,51,41,00,2,01,00,0,0,2,  , 
2,30,111,0082,001,51,41,00,2,01,00,0,0,2,  , 
2,30,111,0098,001,03,01,01,2,01,11,2,2,2,  , 
2,30,112,0072,001,13,31,11,2,01,11,2,2,2,  , 
2,30,113,0068,001,03,31,01,2,01,11,2,2,2,  , 
2,30,113,0071,001,61,00,00,5,07,00,0,0,2,00,0
2,30,113,0084,001,31,31,00,2,01,11,0,0,2,  , 
2,30,215,0036,001,03,31,01,2,01,11,1,1,2,  , 
2,30,215,0038,001,51,41,00,2,01,00,0,0,2,  , 
2,30,216,0060,001,01,01,01,2,01,01,2,2,2,  , 
2,30,216,0068,001,34,31,00,2,01,11,0,0,2,  , 
2,30,216,0080,001,03,01,01,2,01,11,2,2,2,  , 
2,30,218,0083,001,03,01,01,2,01,11,2,2,2,  , 
2,30,218,0083,002,03,01,01,2,01,11,2,2,2,  , 
2,30,219,0118,001,03,31,01,2,01,11,2,2,2,  , 
2,30,219,0118,002,03,31,01,2,01,11,2,2,2,  , 
2,30,219,0118,003,03,31,01,2,01,11,2,2,2,  , 
2,30,220,0076,001,03,31,01,2,01,11,2,2,2,  , 
2,30,221,0093,001,03,01,01,1,07,11,2,2,2,30,2
2,30,221,0096,001,04,31,01,1,07,11,2,2,2,20,3
2,30,221,0096,002,04,31,01,2,01,11,2,2,2,  , 
2,30,221,0096,003,04,31,01,2,01,11,2,2,2,  , 
2,30,222,0078,001,03,01,01,2,01,11,2,2,2,  , 
2,30,223,0014,001,03,31,01,2,01,11,2,2,2,  , 
2,30,223,0014,002,03,31,01,2,01,11,2,2,2,  , 
2,30,223,0014,003,03,31,01,2,01,11,2,2,2,  , 
2,30,223,0014,004,03,31,01,2,01,11,2,2,2,  , 
2,30,325,0095,001,17,01,11,2,01,11,2,2,2,  , 
2,30,325,0100,001,03,31,01,2,01,11,1,1,2,  , 
2,30,325,0102,001,03,31,01,1,07,11,2,2,2,40,2
2,30,325,0102,002,03,31,01,1,07,11,2,2,2,60,3
2,30,325,0102,003,04,31,01,1,07,11,2,2,2,30,2
2,30,325,0102,004,03,31,01,2,01,11,1,1,2,  , 
2,30,326,0087,001,17,01,11,1,07,11,2,2,2,30,3
2,30,326,0088,001,03,01,01,2,01,11,2,2,2,  , 
2,30,326,0089,001,03,31,01,2,01,11,2,2,2,  , 
2,30,326,0097,001,03,31,01,2,01,11,2,2,2,  , 
2,30,327,0192,001,61,00,00,5,07,00,0,0,2,00,0
2,30,327,0205,001,03,01,01,2,01,11,2,2,2,  , 
2,30,327,0213,001,03,31,01,2,01,11,2,2,2,  , 
2,30,328,0155,001,03,31,01,2,01,11,2,2,2,  , 
2,30,328,0159,001,13,31,11,1,07,11,2,2,2,30,3
2,30,329,0074,001,03,31,01,2,01,11,2,2,2,  , 
2,30,329,0077,001,03,31,01,1,07,11,2,2,2,30,3
2,30,329,0081,001,03,31,01,2,01,11,2,2,2,  , 
2,30,329,0088,001,61,00,00,5,07,00,0,0,2,00,0
2,30,330,0084,001,03,31,01,2,01,11,2,2,2,  , 
2,30,330,0084,002,03,31,01,2,01,11,2,2,2,  , 
2,30,331,0088,001,03,01,01,1,07,11,2,2,2,30,3
2,30,331,0088,002,03,01,01,2,01,11,2,2,2,  , 
2,30,332,0035,001,03,31,01,2,01,11,1,2,2,  , 
2,30,332,0037,001,03,31,01,1,07,11,2,2,2,50,2
2,30,332,0038,001,03,31,01,2,01,11,2,2,2,  , 
2,30,332,0043,001,01,01,01,2,01,11,2,2,2,  , 
2,30,435,0077,001,04,31,01,2,01,11,2,2,2,  , 
2,30,436,0093,001,03,31,01,2,01,11,2,2,2,  , 
2,30,436,0094,001,03,31,01,2,01,11,2,2,2,  , 
2,30,436,0110,001,03,01,01,2,01,11,2,2,2,  , 
2,30,436,0110,002,03,01,01,2,01,11,2,2,2,  , 
2,30,436,0115,001,03,01,01,2,01,11,2,2,2,  , 
2,30,437,0063,001,13,31,11,1,07,11,2,2,2,30,2
2,30,437,0064,001,17,01,11,2,01,11,2,2,2,  , 
2,30,437,0065,001,03,31,01,1,07,11,2,2,2,30,2
2,30,437,0065,002,03,31,01,2,01,11,2,2,2,  , 
2,30,437,0066,001,61,00,00,5,07,00,0,0,2,00,0
2,30,437,0075,001,14,31,11,2,01,11,2,2,2,  , 
2,30,438,0058,001,04,31,01,2,01,11,2,2,2,  , 
2,30,438,0073,001,03,31,01,2,01,11,2,2,2,  , 
2,30,438,0080,001,03,01,01,2,01,11,2,2,2,  , 
2,30,440,0081,001,14,31,11,2,01,11,2,2,2,  , 
2,30,441,0097,001,51,41,00,2,01,00,0,0,2,  , 
2,30,441,0105,001,03,01,01,2,01,11,2,2,2,  , 
2,30,441,0116,001,03,31,01,1,07,11,2,2,2,30,2
2,30,441,0116,002,03,31,01,2,01,11,2,2,2,  , 
2,30,442,0072,001,04,31,01,1,07,11,2,2,2,30,3
2,30,442,0072,002,04,31,01,2,01,11,2,2,2,  , 
2,30,442,0074,001,13,31,11,2,01,11,2,2,2,  , 
2,30,442,0082,001,13,31,11,1,07,11,2,2,2,30,3
2,30,442,0086,001,03,31,01,2,01,11,2,2,2,  , 
2,30,442,0088,001,03,01,01,2,01,11,2,2,2,  , 
2,30,443,0065,001,61,00,00,5,07,00,0,0,1,00,0
2,30,443,0069,001,04,31,01,2,01,11,2,2,2,  , 
2,30,545,0048,001,61,00,00,5,07,00,0,0,2,00,0
2,30,547,0051,001,03,31,01,2,01,11,2,2,2,  , 
2,30,548,0024,001,61,00,00,5,07,00,0,0,2,00,0
2,30,548,0024,002,03,01,01,2,01,11,2,2,2,  , 
2,30,550,0046,001,03,01,01,2,01,11,2,2,2,  , 
2,30,550,0046,002,03,01,01,2,01,11,2,2,2,  , 
2,30,551,0051,001,03,31,01,2,01,11,2,2,2,  , 
2,30,552,0049,001,35,31,00,2,01,11,0,0,2,  , 
2,30,553,0057,001,03,31,01,1,07,11,2,2,2,14,3
2,30,553,0067,001,03,01,01,2,01,11,1,1,2,  , 
2,30,553,0073,001,03,31,01,1,07,11,2,2,2,30,3
2,30,553,0075,001,51,41,00,2,01,00,0,0,2,  , 
2,30,553,0075,002,51,41,00,2,01,00,0,0,2,  , 
2,30,554,0032,001,03,31,01,2,01,11,2,2,2,  , 
2,30,554,0032,002,03,31,01,2,01,11,2,2,2,  , 
2,30,554,0035,001,03,01,01,2,01,11,2,2,2,  , 
2,30,554,0042,001,03,01,01,2,01,11,2,2,2,  , 
2,30,555,0104,001,61,00,00,5,07,00,0,0,2,00,0
2,30,555,0104,002,61,00,00,5,07,00,0,0,2,00,0
2,30,555,0135,001,03,31,01,2,01,11,2,2,2,  , 
2,30,555,0140,001,03,31,01,2,01,11,2,2,2,  , 
2,30,556,0094,001,51,41,00,1,07,00,0,0,2,10,1
2,30,557,0082,001,17,31,11,1,07,11,2,2,2,24,1
2,30,557,0082,002,17,31,11,2,01,11,2,2,2,  , 
2,30,557,0102,001,03,01,01,2,01,11,2,2,2,  , 
2,30,558,0072,001,51,41,00,2,01,00,0,0,2,  , 
2,30,560,0083,001,03,31,01,1,07,11,2,2,2,60,3
2,30,660,0060,001,04,31,01,2,01,11,2,2,2,  , 
2,30,660,0074,001,61,00,00,5,07,00,0,0,2,00,0
2,30,661,0047,001,03,31,01,2,01,11,2,2,2,  , 
2,30,661,0051,001,03,31,01,2,01,11,2,2,2,  , 
2,30,661,0051,002,03,31,01,2,01,11,2,2,2,  , 
2,30,662,0043,001,03,01,01,1,07,11,2,2,2,30,1
2,30,663,0043,001,13,31,11,2,01,11,2,2,2,  , 
2,30,663,0049,001,03,01,01,2,01,11,2,2,2,  , 
2,30,663,0049,002,03,01,01,2,01,11,2,2,2,  , 
2,30,663,0050,001,03,31,01,1,07,11,2,2,2,30,3
2,30,664,0028,001,03,31,01,2,01,11,2,2,2,  , 
2,30,665,0035,001,35,31,00,2,01,11,0,0,2,  , 
2,30,665,0038,001,13,31,11,2,01,11,2,2,2,  , 
2,30,668,0163,001,36,31,00,2,01,11,0,0,2,  , 
2,30,668,0165,001,51,41,00,1,07,00,0,0,2,20,3
2,30,668,0182,001,03,31,01,1,07,11,2,2,2,30,3
2,30,668,0195,001,13,31,11,1,07,11,2,2,2,30,3
2,30,668,0195,002,03,31,01,1,07,11,2,2,2,30,3
2,30,668,0200,001,03,31,01,2,01,11,2,2,2,  , 
2,30,668,0216,001,03,31,01,2,01,11,2,2,2,  , 
2,30,669,0143,001,52,41,00,2,01,00,0,0,2,  , 
2,30,669,0148,001,33,31,00,2,01,11,0,0,2,  , 
2,30,669,0165,001,03,31,01,2,01,11,2,2,2,  , 
2,30,670,0085,001,04,31,01,2,01,11,2,2,2,  , 
2,30,670,0096,001,13,31,11,1,07,11,2,2,2,70,3
2,30,670,0096,002,13,31,11,2,01,11,2,2,2,  , 
2,30,670,0105,001,04,31,01,1,07,11,1,2,2,10,2
2,30,771,0152,001,14,31,11,2,01,11,2,2,2,  , 
2,30,771,0164,001,04,31,01,2,01,11,2,2,2,  , 
2,30,771,0178,001,03,31,01,2,01,11,2,2,2,  , 
2,30,771,0178,002,03,31,01,2,01,11,2,2,2,  , 
2,30,772,0116,001,51,41,00,2,01,00,0,0,2,  , 
2,30,772,0118,001,51,41,00,2,01,00,0,0,2,  , 
2,30,772,0122,001,12,31,11,2,01,11,2,2,2,  , 
2,30,772,0123,001,03,31,01,2,01,11,1,2,2,  , 
2,30,772,0123,002,03,31,01,2,01,11,1,2,2,  , 
2,30,772,0123,003,03,31,01,2,01,11,1,2,2,  , 
2,30,773,0097,001,51,41,00,2,01,00,0,0,2,  , 
2,30,773,0102,001,03,31,01,1,07,11,1,1,2,50,1
2,30,776,0091,001,51,41,00,2,01,00,0,0,2,  , 
2,30,776,0091,002,51,41,00,2,01,00,0,0,2,  , 
2,30,776,0098,001,04,31,01,2,01,11,2,2,2,  , 
2,30,777,0226,001,04,31,01,1,07,11,2,2,2,20,3
2,30,777,0241,001,51,41,00,2,01,00,0,0,2,  , 
2,30,778,0083,001,51,41,00,2,01,00,0,0,2,  , 
2,30,778,0089,001,03,31,01,2,01,11,2,2,2,  , 
2,30,778,0090,001,03,31,01,2,01,11,2,2,2,  , 
2,30,778,0093,001,03,31,01,2,01,11,2,2,2,  , 
2,30,876,0109,001,13,31,11,1,07,11,2,2,4,20,3
2,30,876,0121,001,34,31,00,2,01,11,0,0,2,  , 
2,30,876,0128,001,32,31,00,1,07,11,0,0,2,20,3
2,30,876,0128,002,04,31,01,1,07,11,2,2,2,20,2
2,30,876,0128,003,04,31,01,2,01,11,2,2,2,  , 
2,30,876,0141,001,03,31,01,1,07,11,2,2,2,20,3
2,30,876,0141,002,03,31,01,2,01,11,2,2,2,  , 
2,30,877,0110,001,04,31,01,2,01,11,2,2,2,  , 
2,30,877,0111,001,13,31,11,2,01,11,2,2,2,  , 
2,30,877,0122,001,51,41,00,2,01,00,0,0,2,  , 
2,30,877,0123,001,04,31,01,2,01,11,2,2,2,  , 
2,30,877,0124,001,04,31,01,2,01,11,1,2,2,  , 
2,30,878,0126,001,03,31,01,1,07,11,2,2,2,30,3
2,30,878,0126,002,03,31,01,2,01,11,2,2,2,  , 
2,30,878,0136,001,03,31,01,2,01,11,2,2,2,  , 
2,30,878,0145,001,51,41,00,2,01,00,0,0,2,  , 
2,30,878,0146,001,03,31,01,2,01,11,2,2,2,  , 
2,30,878,0146,002,03,31,01,2,01,11,2,2,2,  , 
2,30,878,0146,003,03,31,01,2,01,11,2,2,2,  , 
2,30,878,0146,004,03,31,01,2,01,11,2,2,2,  , 
2,30,878,0160,001,03,31,01,2,01,11,2,2,2,  , 
2,30,879,0143,001,03,31,01,2,01,11,2,2,2,  , 
2,30,879,0143,002,03,31,01,2,01,11,2,2,2,  , 
2,30,879,0167,001,03,31,01,1,07,11,2,2,2,30,3
2,30,879,0171,001,03,31,01,2,01,11,2,2,2,  , 
2,30,880,0076,001,03,31,01,2,01,11,2,2,2,  , 
2,30,882,0105,001,61,00,00,5,07,00,0,0,2,00,0
2,30,882,0111,001,04,01,01,2,01,11,2,2,2,  , 
2,30,882,0130,001,04,31,01,2,01,11,2,2,2,  , 
2,30,882,0131,001,04,31,01,2,01,11,2,2,2,  , 
2,30,882,0132,001,03,31,01,2,01,11,2,2,2,  , 
2,30,883,0143,001,61,00,00,5,07,00,0,0,2,00,0
2,30,883,0147,001,14,31,11,1,07,11,2,2,2,31,3
2,30,883,0147,002,03,31,01,1,07,11,2,2,2,30,3
2,30,883,0167,001,04,31,01,2,01,11,2,2,2,  , 
2,30,883,0167,002,04,31,01,2,01,11,2,2,2,  , 
2,30,883,0169,001,04,31,01,2,01,11,2,2,2,  , 
2,30,883,0172,001,03,31,01,2,01,11,2,2,2,  , 
2,30,883,0177,001,36,31,00,1,07,11,0,0,2,10,1
2,30,884,0197,001,01,01,01,2,01,11,2,2,2,  , 
2,30,884,0214,001,33,31,00,2,01,11,0,0,2,  , 
2,30,884,0222,001,04,31,01,1,07,11,2,2,2,70,2
2,30,884,0222,002,04,31,01,2,01,11,2,2,2,  , 
2,30,884,0222,003,04,31,01,2,01,11,2,2,2,  , 
2,30,884,0229,001,03,01,01,2,01,11,2,2,2,  , 
2,30,884,0242,001,03,31,01,2,01,11,2,2,2,  , 
2,30,884,0242,002,03,31,01,2,01,11,2,2,2,  , 
2,30,884,0256,001,04,31,01,2,01,11,2,2,2,  , 
2,30,884,0256,002,04,31,01,2,01,11,2,2,2,  , 
2,30,885,0099,001,03,31,01,2,01,11,2,2,2,  , 
2,30,886,0116,001,04,31,01,2,01,11,2,2,2,  , 
2,30,886,0117,001,14,31,11,2,01,11,2,2,2,  , 
2,30,886,0117,002,14,31,11,2,01,11,2,2,2,  , 
2,30,886,0123,001,03,31,01,2,01,11,2,2,2,  , 
2,30,887,0213,001,03,31,01,2,01,11,2,2,2,  , 
2,30,887,0226,001,03,31,01,2,01,11,1,1,2,  , 
2,30,887,0226,002,03,31,01,2,01,11,1,2,2,  , 
2,30,888,0069,001,03,31,01,2,01,11,2,2,2,  , 
2,30,888,0073,001,03,31,01,2,01,11,2,2,2,  , 
2,30,888,0086,001,34,31,00,2,01,11,0,0,2,  , 
2,30,889,0098,001,03,31,01,2,01,11,2,2,2,  , 
2,30,889,0106,001,04,31,01,2,01,11,2,2,2,  , 
2,30,890,0132,001,04,31,01,2,01,11,2,2,2,  , 
2,30,890,0136,001,03,31,01,2,01,11,2,2,2,  , 
2,30,890,0136,002,03,31,01,2,01,11,2,2,2,  , 
2,30,890,0137,001,12,01,11,2,01,11,2,2,2,  , 
2,30,890,0142,001,03,31,01,1,07,11,2,2,2,31,2
2,30,891,0116,001,03,31,01,2,01,11,2,2,2,  , 
2,30,891,0159,001,03,31,01,2,01,11,2,2,2,  , 
2,30,892,0103,001,03,01,01,2,01,11,2,2,2,  , 
2,30,892,0108,001,35,31,00,2,01,11,0,0,2,  , 
2,30,893,0076,001,51,41,00,2,01,00,0,0,2,  , 
2,30,893,0079,001,04,31,01,2,01,11,2,2,2,  , 
2,30,893,0082,001,03,31,01,2,01,11,2,2,2,  , 
2,30,894,0166,001,04,31,01,1,07,11,1,2,2,50,3
2,30,894,0171,001,04,31,01,2,01,11,2,2,2,  , 
2,30,894,0191,001,03,01,01,2,01,11,2,2,2,  , 
2,30,894,0192,001,04,31,01,2,01,11,2,2,2,  , 
2,30,895,0056,001,03,31,01,2,01,11,2,2,2,  , 
2,30,895,0058,001,13,31,11,1,07,11,2,2,2,30,3
2,30,895,0058,002,03,31,01,2,01,11,2,2,2,  , 
2,40,059,0017,001,03,31,01,2,01,00,2,2,2,  , 
2,40,059,0018,001,03,31,01,2,01,00,2,2,2,  , 
2,40,059,0019,001,03,31,01,2,01,00,2,2,2,  , 
2,40,059,0020,001,03,31,01,1,07,00,2,2,2,31,3
2,40,059,0021,001,03,31,01,2,01,00,2,2,2,  , 
2,40,059,0021,002,03,31,01,2,01,00,2,2,2,  , 
