資料区分,都道府県コード,警察署等コード,本票番号,補充票番号,当事者種別,用途別,車両形状等,乗車別,乗車等の区分,サポカー,エアバッグの装備,サイドエアバッグの装備,人身損傷程度,車両の衝突部位,車両の損壊程度
2,10,118,0003,001,03,31,01,1,07,11,2,2,2,20,3
2,10,119,0004,001,03,31,01,2,01,11,2,2,2,  , 
2,10,119,0005,001,03,31,01,2,01,01,2,2,2,  , 
2,10,121,0004,001,03,31,01,1,07,11,2,2,2,80,3
2,10,121,0005,001,03,31,01,2,01,11,1,2,2,  , 
2,10,122,0003,001,61,00,00,5,07,00,0,0,2,00,0
2,10,122,0004,001,04,31,01,2,01,11,1,2,2,  , 
2,10,122,0006,001,04,31,01,2,01,11,2,2,2,  , 
2,10,122,0010,001,04,31,01,1,07,01,2,2,2,30,3
2,10,123,0002,001,04,31,01,2,01,11,2,1,2,  , 
2,10,123,0005,001,03,31,01,2,01,11,2,2,2,  , 
2,10,123,0006,001,03,31,01,2,01,11,2,2,2,  , 
2,10,123,0007,001,03,31,01,2,01,11,2,2,2,  , 
2,10,123,0011,001,03,31,01,2,01,11,2,2,2,  , 
2,10,123,0016,001,03,31,01,2,01,11,2,2,2,  , 
2,10,123,0018,001,03,31,01,2,01,11,2,2,2,  , 
2,10,123,0019,001,17,31,11,2,01,11,2,2,2,  , 
2,10,123,0026,001,04,31,01,2,01,11,2,2,2,  , 
2,10,123,0030,001,03,31,01,2,01,11,2,2,2,  , 
2,10,123,0035,001,03,31,01,2,01,11,2,2,2,  , 
2,10,123,0040,001,03,31,01,2,01,11,2,2,2,  , 
2,10,123,0040,002,03,31,01,2,01,11,2,2,2,  , 
2,10,123,0048,001,04,31,01,1,07,11,1,2,2,10,3
2,10,123,0048,002,04,31,01,2,01,11,1,2,2,  , 
2,10,124,0001,001,03,31,01,2,01,11,1,2,2,  , 
2,10,127,0008,001,03,31,01,2,01,11,2,2,2,  , 
2,10,127,0013,001,03,31,01,2,01,01,2,2,2,  , 
2,10,127,0018,001,03,31,01,2,01,11,2,2,2,  , 
2,10,127,0018,002,03,31,01,2,01,11,2,2,2,  , 
2,10,127,0018,003,03,31,01,2,01,11,2,2,2,  , 
2,10,127,0019,001,04,31,01,2,01,11,1,2,2,  , 
2,10,127,0023,001,03,01,01,2,01,11,2,2,2,  , 
2,10,127,0028,001,03,31,01,2,01,11,2,2,2,  , 
2,10,127,0031,001,03,01,01,2,01,11,2,2,2,  , 
2,10,127,0031,002,03,01,01,2,01,11,2,2,2,  , 
2,10,127,0031,003,03,01,01,2,01,11,2,2,2,  , 
2,10,127,0031,004,03,01,01,2,01,11,2,2,2,  , 
2,10,127,0037,001,03,31,01,2,01,11,2,2,2,  , 
2,10,127,0038,001,03,31,01,1,07,11,2,2,2,80,3
2,10,127,0040,001,03,31,01,2,01,11,2,2,2,  , 
2,10,127,0042,001,03,31,01,2,01,11,2,2,2,  , 
2,10,127,0043,001,03,31,01,2,01,11,2,2,2,  , 
2,10,127,0048,001,03,31,01,2,01,11,2,2,2,  , 
2,10,127,0055,001,03,31,01,2,01,11,2,2,2,  , 
2,10,128,0001,001,03,31,01,2,01,11,2,2,2,  , 
2,10,128,0004,001,03,31,01,2,01,01,2,2,2,  , 
2,10,128,0008,001,04,31,01,2,01,11,2,2,2,  , 
2,10,128,0010,001,04,31,01,2,01,01,2,2,2,  , 
2,10,128,0011,001,03,31,01,2,01,11,2,2,2,  , 
2,10,128,0013,001,14,01,11,1,07,11,1,2,2,50,2
2,10,128,0018,001,03,31,01,2,01,11,2,2,2,  , 
2,10,128,0018,002,03,31,01,2,01,11,2,2,2,  , 
2,10,128,0019,001,04,31,01,2,01,01,2,1,2,  , 
2,10,128,0021,001,03,01,01,2,01,11,2,2,2,  , 
2,10,128,0026,001,04,31,01,2,01,11,2,2,2,  , 
2,10,128,0028,001,03,31,01,2,01,11,2,2,2,  , 
2,10,128,0028,002,03,31,01,2,01,11,2,2,2,  , 
2,10,128,0032,001,03,31,01,2,01,11,2,2,2,  , 
2,10,128,0032,002,03,31,01,2,01,11,2,2,2,  , 
2,10,128,0034,001,61,00,00,5,07,00,0,0,2,00,0
2,10,128,0039,001,03,31,01,2,01,11,2,2,2,  , 
2,10,128,0041,001,03,31,01,2,01,11,2,2,2,  , 
2,10,128,0048,001,03,31,01,2,01,11,2,2,2,  , 
2,10,128,0054,001,03,01,01,2,01,11,2,2,2,  , 
2,10,128,0058,001,03,31,01,2,01,11,1,2,2,  , 
2,10,128,0063,001,03,31,01,2,01,11,2,2,2,  , 
2,10,128,0068,001,03,31,01,2,01,11,2,2,2,  , 
2,10,128,0071,001,04,31,01,2,01,11,2,2,2,  , 
2,10,128,0071,002,03,31,01,1,07,11,2,2,2,30,3
2,10,128,0077,001,03,31,01,1,07,11,2,2,2,80,3
2,10,128,0078,001,13,31,11,1,07,11,2,2,2,50,2
2,10,128,0079,001,03,31,01,2,01,11,2,2,2,  , 
2,10,128,0084,001,13,31,11,2,01,11,2,2,2,  , 
2,10,128,0087,001,03,31,01,2,01,11,2,2,2,  , 
2,10,128,0087,002,03,31,01,2,01,11,2,2,2,  , 
2,10,129,0007,001,04,31,01,2,01,11,2,2,2,  , 
2,10,129,0007,002,04,31,01,2,01,11,2,2,2,  , 
2,10,129,0013,001,13,31,11,2,01,11,2,2,2,  , 
2,10,129,0018,001,03,31,01,2,01,11,2,2,2,  , 
2,10,129,0019,001,04,31,01,2,01,11,1,2,2,  , 
2,10,129,0020,001,03,31,01,2,01,01,1,1,2,  , 
2,10,129,0020,002,03,31,01,2,01,01,2,1,2,  , 
2,10,129,0024,001,04,31,01,2,01,11,2,2,2,  , 
2,10,129,0032,001,03,31,01,2,01,11,2,2,2,  , 
2,10,130,0001,001,03,31,01,2,01,01,2,2,2,  , 
2,10,130,0002,001,04,31,01,1,07,01,2,2,2,70,3
2,10,130,0007,001,04,31,01,2,01,11,2,2,2,  , 
2,10,130,0008,001,04,31,01,2,01,11,2,2,2,  , 
2,10,130,0013,001,03,31,01,2,01,11,2,2,2,  , 
2,10,130,0013,002,03,31,01,2,01,11,2,2,2,  , 
2,10,130,0020,001,17,31,11,2,01,11,2,2,2,  , 
2,10,131,0007,001,03,31,01,2,01,11,2,2,2,  , 
2,10,131,0015,001,03,31,01,1,07,11,2,2,2,81,2
2,10,131,0020,001,03,31,01,1,07,11,2,2,2,50,3
2,10,131,0020,002,03,31,01,2,01,11,2,2,2,  , 
2,10,131,0022,001,03,31,01,2,01,11,2,2,2,  , 
2,10,131,0022,002,03,31,01,2,01,11,2,2,2,  , 
2,11,201,0004,001,03,31,01,2,01,11,2,2,2,  , 
2,11,201,0006,001,04,31,01,2,01,11,2,2,2,  , 
2,11,201,0009,001,03,31,01,1,07,11,2,2,2,20,3
2,11,201,0022,001,01,01,01,2,01,11,2,2,2,  , 
2,11,204,0001,001,04,31,01,1,07,01,2,2,2,25,3
2,11,204,0001,002,04,31,01,2,01,01,2,2,2,  , 
2,12,050,0001,001,03,31,01,2,01,11,1,2,2,  , 
2,12,050,0001,002,03,31,01,2,01,11,2,2,2,  , 
2,12,050,0005,001,03,31,01,2,01,11,2,2,2,  , 
2,12,301,0008,001,03,31,01,2,01,01,2,2,2,  , 
2,12,301,0010,001,13,31,11,1,07,11,2,2,2,50,3
2,12,301,0012,001,03,01,01,2,01,11,2,2,2,  , 
2,12,301,0013,001,03,31,01,2,01,11,2,2,2,  , 
2,12,302,0001,001,04,31,01,2,01,11,2,2,2,  , 
2,12,303,0003,001,03,31,01,2,01,11,2,2,2,  , 
2,12,303,0003,002,03,31,01,2,01,11,2,2,2,  , 
2,12,307,0002,001,01,01,01,1,07,11,1,2,2,50,1
2,12,307,0003,001,03,31,01,2,01,11,1,1,2,  , 
2,12,307,0003,002,03,31,01,2,01,11,2,1,2,  , 
2,12,308,0007,001,03,31,01,2,01,11,1,2,2,  , 
2,12,308,0007,002,03,31,01,2,01,11,2,2,2,  , 
2,12,308,0007,003,03,31,01,2,01,11,2,2,2,  , 
2,12,308,0007,004,03,31,01,2,01,11,2,2,2,  , 
2,12,313,0011,001,04,31,01,2,01,11,2,2,2,  , 
2,12,313,0012,001,04,31,01,1,07,11,2,2,2,30,3
2,12,313,0012,002,04,31,01,2,01,11,2,2,2,  , 
2,12,313,0017,001,03,31,01,2,01,11,2,2,2,  , 
2,12,313,0026,001,03,31,01,2,01,11,2,2,2,  , 
2,13,401,0005,001,03,31,01,2,01,11,2,2,2,  , 
2,13,401,0006,001,04,31,01,2,01,11,2,2,2,  , 
2,13,401,0009,001,04,31,01,2,01,11,2,2,2,  , 
2,13,401,0018,001,04,31,01,1,07,11,2,2,2,80,3
2,13,403,0001,001,14,31,11,2,01,11,1,2,2,  , 
2,13,408,0013,001,03,31,01,2,01,11,2,2,2,  , 
2,13,408,0026,001,03,31,01,2,01,11,2,2,2,  , 
2,13,408,0028,001,03,31,01,2,01,11,2,1,2,  , 
2,14,503,0002,001,04,31,01,2,01,11,2,2,2,  , 
2,14,503,0003,001,14,31,11,2,01,11,1,2,1,  , 
2,14,503,0003,002,14,31,11,2,01,11,1,2,1,  , 
2,20,059,0001,001,03,31,01,2,01,01,2,2,2,  , 
2,20,101,0005,001,03,31,01,2,01,01,2,2,2,  , 
2,20,101,0006,001,04,31,01,2,01,11,2,2,2,  , 
2,20,101,0006,002,04,31,01,2,01,11,2,2,2,  , 
2,20,101,0006,003,04,31,01,2,01,11,2,2,2,  , 
2,20,101,0012,001,03,31,01,2,01,11,2,2,2,  , 
2,20,101,0016,001,04,31,01,1,07,11,2,2,2,20,2
2,20,101,0020,001,01,01,01,2,01,11,2,2,2,  , 
2,20,101,0020,002,01,01,01,2,01,11,2,2,2,  , 
2,20,101,0029,001,17,31,11,2,01,11,2,2,2,  , 
2,20,101,0030,001,04,31,01,2,01,11,2,2,2,  , 
2,20,101,0036,001,03,31,01,2,01,01,1,2,2,  , 
2,20,101,0037,001,03,31,01,2,01,11,2,2,2,  , 
2,20,101,0037,002,03,31,01,2,01,11,2,2,2,  , 
2,20,101,0046,001,03,31,01,2,01,11,2,2,2,  , 
2,20,101,0047,001,03,31,01,2,01,11,2,2,2,  , 
2,20,102,0011,001,03,31,01,2,01,11,2,2,2,  , 
2,20,102,0012,001,03,31,01,2,01,11,2,2,2,  , 
2,20,102,0012,002,03,31,01,2,01,11,2,2,2,  , 
2,20,102,0023,001,04,31,01,2,01,11,2,2,2,  , 
2,20,102,0034,001,03,31,01,2,01,11,2,2,2,  , 
2,20,102,0034,002,03,31,01,2,01,11,2,2,2,  , 
2,20,102,0034,003,03,31,01,2,01,11,2,2,2,  , 
2,20,103,0001,001,61,00,00,5,07,00,0,0,1,00,0
2,20,103,0002,001,03,31,01,2,01,11,2,2,2,  , 
2,20,103,0002,002,03,31,01,2,01,11,2,2,2,  , 
2,20,103,0009,001,03,31,01,2,01,11,2,2,2,  , 
2,20,103,0017,001,17,31,11,2,01,11,2,2,2,  , 
2,20,103,0018,001,03,31,01,2,01,11,2,2,2,  , 
2,20,103,0022,001,04,31,01,2,01,11,2,2,2,  , 
2,20,103,0023,001,03,01,01,2,01,11,2,2,2,  , 
2,20,103,0026,001,14,31,11,2,01,11,2,2,2,  , 
2,20,103,0033,001,12,01,11,1,07,11,2,2,2,52,3
2,20,103,0040,001,03,31,01,2,01,11,2,2,2,  , 
2,20,104,0007,001,03,31,01,1,07,11,2,2,2,10,3
2,20,104,0008,001,04,31,01,1,07,11,1,1,2,51,2
2,20,105,0005,001,04,31,01,1,07,11,2,2,2,30,3
2,20,105,0005,002,13,31,11,2,01,11,2,2,2,  , 
2,20,105,0005,003,04,31,01,2,01,11,2,2,2,  , 
2,20,106,0006,001,04,31,01,2,01,11,1,2,1,  , 
2,20,106,0006,002,04,31,01,2,01,11,2,2,2,  , 
2,20,107,0004,001,04,31,01,2,01,11,2,2,2,  , 
2,20,108,0007,001,03,31,01,2,01,11,1,1,2,  , 
2,20,108,0010,001,13,31,11,2,01,11,2,2,2,  , 
2,20,110,0002,001,04,31,01,1,07,11,1,2,2,51,2
2,20,110,0003,001,03,31,01,2,01,11,2,2,2,  , 
2,20,110,0005,001,01,01,01,2,01,11,2,2,2,  , 
2,20,112,0001,001,14,31,11,2,01,11,2,2,2,  , 
2,20,112,0001,002,14,31,11,2,01,11,2,2,2,  , 
2,20,113,0002,001,03,31,01,2,01,11,2,2,2,  , 
2,20,114,0003,001,03,31,01,2,01,11,2,2,2,  , 
2,20,114,0004,001,04,31,01,2,01,11,2,2,2,  , 
2,20,114,0005,001,03,31,01,2,01,11,2,2,2,  , 
2,21,101,0005,001,03,31,01,2,01,11,2,2,2,  , 
2,21,101,0006,001,03,31,01,2,01,11,2,2,2,  , 
2,21,101,0007,001,03,31,01,2,01,11,2,2,2,  , 
2,21,101,0008,001,04,31,01,2,01,11,2,2,2,  , 
2,21,101,0008,002,04,31,01,2,01,11,2,2,2,  , 
2,21,101,0010,001,04,31,01,2,01,01,2,2,2,  , 
2,21,101,0012,001,03,31,01,2,01,01,2,2,2,  , 
2,21,101,0020,001,03,31,01,1,07,11,2,2,2,30,3
2,21,101,0020,002,03,31,01,2,01,11,2,2,2,  , 
2,21,101,0023,001,04,31,01,2,01,11,2,2,2,  , 
2,21,104,0007,001,04,31,01,1,07,11,2,2,2,40,3
2,21,104,0009,001,03,31,01,2,01,11,2,2,2,  , 
2,21,104,0014,001,03,31,01,2,01,01,2,1,2,  , 
2,21,105,0004,001,03,31,01,1,07,01,2,2,2,30,3
2,21,105,0005,001,04,31,01,1,07,11,2,2,2,30,3
2,21,105,0005,002,04,31,01,2,01,11,2,2,2,  , 
2,21,105,0011,001,04,31,01,2,01,11,1,2,2,  , 
2,21,106,0005,001,03,31,01,2,01,11,2,2,2,  , 
2,21,106,0007,001,03,31,01,2,01,11,2,2,2,  , 
2,21,106,0012,001,03,31,01,1,07,01,2,2,2,31,2
2,21,106,0018,001,03,31,01,2,01,11,2,2,2,  , 
2,21,106,0020,001,03,31,01,2,01,11,2,2,2,  , 
2,21,108,0001,001,04,31,01,2,01,01,2,2,2,  , 
2,21,108,0004,001,03,31,01,2,01,11,1,2,2,  , 
2,21,108,0005,001,14,31,11,2,01,01,2,2,2,  , 
2,21,108,0006,001,04,31,01,2,01,11,2,2,2,  , 
2,21,110,0001,001,14,31,11,2,01,11,2,2,1,  , 
2,21,110,0002,001,04,31,01,2,01,11,1,2,2,  , 
2,21,113,0001,001,61,00,00,5,07,00,0,0,2,00,0
2,21,115,0002,001,03,31,01,2,01,11,2,2,2,  , 
2,21,115,0002,002,03,31,01,2,01,11,2,2,2,  , 
2,21,117,0004,001,03,31,01,2,01,11,2,2,2,  , 
2,21,117,0007,001,04,31,01,2,01,11,1,2,2,  , 
2,22,100,0002,001,03,31,01,2,01,11,2,2,2,  , 
2,22,100,0002,002,03,31,01,2,01,11,2,2,2,  , 
2,22,100,0004,001,03,01,01,2,01,11,1,2,2,  , 
2,22,101,0019,001,03,31,01,2,01,00,2,2,2,  , 
2,22,102,0002,001,03,01,01,2,01,11,2,2,2,  , 
2,22,102,0004,001,13,31,11,1,07,11,2,2,2,31,3
2,22,102,0004,002,03,31,01,1,07,01,2,2,2,30,3
2,22,102,0008,001,03,31,01,2,01,00,2,2,2,  , 
2,22,102,0011,001,03,31,01,2,01,11,2,2,2,  , 
2,22,103,0005,001,03,31,01,2,01,00,2,2,2,  , 
2,22,103,0005,002,03,31,01,2,01,00,2,2,2,  , 
2,22,103,0021,001,04,31,01,1,07,00,2,2,2,30,3
2,22,104,0002,001,03,31,01,2,01,00,2,2,2,  , 
2,22,104,0005,001,03,31,01,2,01,00,2,2,2,  , 
2,22,104,0006,001,03,31,01,2,01,00,2,2,2,  , 
2,22,104,0015,001,03,31,01,1,07,00,2,2,2,30,3
2,22,104,0015,002,03,31,01,2,01,00,2,2,2,  , 
2,22,104,0015,003,03,31,01,2,01,00,2,2,2,  , 
2,22,104,0015,004,03,31,01,2,01,00,2,2,2,  , 
2,22,104,0015,005,03,31,01,2,01,00,2,2,2,  , 
2,22,104,0021,001,04,31,01,2,01,00,2,2,2,  , 
2,22,104,0021,002,04,31,01,2,01,00,2,2,2,  , 
2,22,104,0025,001,03,31,01,2,01,11,2,2,2,  , 
2,22,105,0004,001,03,31,01,2,01,00,1,1,2,  , 
2,22,105,0004,002,03,31,01,2,01,00,1,1,2,  , 
2,22,105,0004,003,03,31,01,2,01,00,1,1,2,  , 
2,22,105,0009,001,03,31,01,1,07,11,2,2,2,30,3
2,22,105,0010,001,03,31,01,2,01,00,2,2,2,  , 
2,22,105,0022,001,03,31,01,2,01,00,2,2,2,  , 
2,22,105,0022,002,03,31,01,2,01,00,2,2,2,  , 
2,22,106,0004,001,04,31,01,2,01,00,2,2,2,  , 
2,22,106,0007,001,51,41,00,2,01,00,0,0,2,  , 
2,22,106,0012,001,14,31,11,1,07,00,2,2,2,67,3
2,22,106,0014,001,04,31,01,1,07,11,2,2,2,30,3
2,22,107,0007,001,03,31,01,2,01,11,2,2,2,  , 
2,22,107,0011,001,03,31,01,2,01,00,2,2,2,  , 
2,22,108,0001,001,03,31,01,2,01,11,2,2,2,  , 
2,22,109,0002,001,03,31,01,2,01,11,2,2,2,  , 
2,22,111,0011,001,03,31,01,1,07,00,2,2,2,30,3
2,22,111,0011,002,03,31,01,2,01,00,2,2,2,  , 
2,22,111,0015,001,04,31,01,2,01,00,2,2,2,  , 
2,22,111,0017,001,04,31,01,2,01,00,2,2,2,  , 
2,22,113,0003,001,04,31,01,1,07,00,2,2,2,30,3
2,22,113,0004,001,04,31,01,2,01,00,2,2,2,  , 
2,22,114,0001,001,14,31,11,2,01,11,2,2,2,  , 
2,22,119,0006,001,03,31,01,2,01,00,2,2,2,  , 
2,22,119,0006,002,03,31,01,2,01,00,2,2,2,  , 
2,22,119,0008,001,03,31,01,2,01,00,2,2,2,  , 
2,22,119,0011,001,03,31,01,2,01,11,1,1,2,  , 
2,22,119,0011,002,03,31,01,2,01,11,1,1,2,  , 
2,22,119,0012,001,14,31,11,2,01,00,2,2,2,  , 
2,22,119,0013,001,03,31,01,2,01,00,1,1,2,  , 
2,22,122,0002,001,04,31,01,1,07,11,2,2,2,30,3
2,22,122,0003,001,04,31,01,1,07,00,2,2,2,30,3
2,22,124,0004,001,03,31,01,2,01,11,1,1,1,  , 
2,22,124,0004,002,61,00,00,5,07,00,0,0,2,00,0
2,22,124,0004,003,61,00,00,5,07,00,0,0,2,00,0
2,22,124,0006,001,04,31,01,2,01,11,2,2,2,  , 
2,22,124,0007,001,03,31,01,2,01,11,2,2,2,  , 
2,22,124,0010,001,03,31,01,2,01,11,1,2,2,  , 
2,22,124,0012,001,03,31,01,2,01,00,2,2,2,  , 
2,22,124,0015,001,04,31,01,2,01,11,2,2,2,  , 
2,22,126,0001,001,04,31,01,2,01,11,2,2,2,  , 
2,22,126,0011,001,03,31,01,2,01,11,2,2,2,  , 
2,22,126,0013,001,03,31,01,2,01,11,1,2,2,  , 
2,23,102,0002,001,14,31,11,2,01,11,2,2,2,  , 
2,23,102,0004,001,13,31,11,1,07,11,1,2,2,10,2
2,23,113,0001,001,03,31,01,2,01,11,2,2,2,  , 
2,23,114,0004,001,04,31,01,1,07,11,1,2,2,10,2
2,23,114,0004,002,04,31,01,2,01,11,1,2,2,  , 
2,23,114,0004,003,04,31,01,2,01,11,1,2,2,  , 
2,23,117,0001,001,04,31,01,2,01,11,2,2,2,  , 
2,23,117,0003,001,03,31,01,2,01,11,2,2,2,  , 
2,23,117,0004,001,04,31,01,2,01,11,2,2,2,  , 
2,23,117,0005,001,14,31,11,2,01,11,2,2,2,  , 
2,23,118,0004,001,03,31,01,2,01,11,2,2,2,  , 
2,23,121,0004,001,03,31,01,2,01,11,2,2,2,  , 
2,23,123,0002,001,04,31,01,1,07,11,2,2,2,60,2
2,23,123,0004,001,04,31,01,2,01,11,2,2,2,  , 
2,23,125,0002,001,03,31,01,1,07,11,1,2,2,11,1
2,23,125,0002,002,03,31,01,2,01,11,1,2,2,  , 
2,24,059,0001,001,03,31,01,2,01,11,2,2,2,  , 
2,24,059,0002,001,03,31,01,1,07,11,2,2,2,20,3
2,24,101,0006,001,04,31,01,2,01,11,2,2,2,  , 
2,24,101,0008,001,61,00,00,5,07,00,0,0,2,00,0
2,24,101,0019,001,03,31,01,1,07,11,2,2,2,60,3
2,24,101,0020,001,03,31,01,2,01,11,2,2,2,  , 
2,24,101,0028,001,04,31,01,2,01,11,2,2,2,  , 
2,24,101,0059,001,03,31,01,2,01,11,2,2,2,  , 
2,24,101,0068,001,03,31,01,1,07,11,2,2,2,30,3
2,24,102,0016,001,03,31,01,2,01,11,2,2,2,  , 
2,24,103,0009,001,03,31,01,2,01,11,2,2,2,  , 
2,24,103,0013,001,04,31,01,2,01,11,2,2,2,  , 
2,24,103,0015,001,13,31,11,2,01,11,2,2,2,  , 
2,24,103,0015,002,13,31,11,2,01,11,2,2,2,  , 
2,24,103,0019,001,04,31,01,2,01,11,2,2,2,  , 
2,24,104,0003,001,04,31,01,2,01,11,2,2,2,  , 
2,24,104,0010,001,71,00,00,5,07,00,0,0,2,  , 
2,24,104,0014,001,03,01,01,2,01,11,2,2,2,  , 
2,24,104,0019,001,03,31,01,2,01,11,1,2,2,  , 
2,24,104,0026,001,03,31,01,2,01,11,2,2,2,  , 
2,24,104,0026,002,03,31,01,2,01,11,2,2,2,  , 
2,24,104,0026,003,03,31,01,2,01,11,2,2,2,  , 
2,24,105,0002,001,03,31,01,2,01,11,1,2,2,  , 
2,24,106,0002,001,71,00,00,5,07,00,0,0,2,  , 
2,24,106,0009,001,04,31,01,2,01,11,2,2,2,  , 
2,24,106,0015,001,03,31,01,2,01,11,2,2,2,  , 
