資料区分,都道府県コード,警察署等コード,本票番号,補充票番号,当事者種別,用途別,車両形状等,乗車別,乗車等の区分,サポカー,エアバッグの装備,サイドエアバッグの装備,人身損傷程度,車両の衝突部位,車両の損壊程度
2,20,110,0007,014,01,01,01,2,01,11,2,2,2,  , 
2,20,110,0007,015,01,01,01,2,01,11,2,2,2,  , 
2,20,113,0002,001,03,31,01,2,01,11,2,2,2,  , 
2,20,113,0004,001,03,31,01,2,01,11,2,2,2,  , 
2,20,114,0001,001,04,31,01,2,01,11,1,2,2,  , 
2,20,114,0001,002,04,31,01,2,01,11,1,2,2,  , 
2,20,115,0001,001,04,31,01,2,01,11,2,2,2,  , 
2,21,059,0001,001,17,31,11,2,01,11,2,2,2,  , 
2,21,101,0008,001,03,31,01,2,01,11,1,2,2,  , 
2,21,101,0022,001,03,31,01,2,01,11,2,2,2,  , 
2,21,102,0003,001,03,31,01,2,01,11,2,2,2,  , 
2,21,102,0003,002,03,31,01,2,01,11,2,2,2,  , 
2,21,102,0003,003,03,31,01,2,01,11,2,2,2,  , 
2,21,103,0002,001,03,31,01,1,07,11,2,2,2,60,3
2,21,103,0002,002,04,31,01,2,01,01,1,1,2,  , 
2,21,104,0001,001,04,31,01,2,01,01,2,2,2,  , 
2,21,104,0001,002,04,31,01,2,01,01,2,2,2,  , 
2,21,104,0002,001,04,31,01,2,01,11,2,2,2,  , 
2,21,104,0002,002,04,31,01,2,01,11,2,2,2,  , 
2,21,104,0006,001,04,31,01,2,01,11,2,2,2,  , 
2,21,104,0006,002,04,31,01,2,01,11,2,2,2,  , 
2,21,104,0015,001,03,31,01,2,01,11,2,2,2,  , 
2,21,105,0001,001,03,31,01,2,01,11,1,2,2,  , 
2,21,105,0001,002,03,31,01,2,01,11,2,2,2,  , 
2,21,105,0001,003,03,31,01,2,01,11,1,2,2,  , 
2,21,105,0001,004,03,31,01,2,01,11,1,2,1,  , 
2,21,105,0007,001,03,01,01,2,01,11,2,2,2,  , 
2,21,106,0001,001,03,31,01,2,01,11,1,1,2,  , 
2,21,106,0001,002,03,31,01,2,01,11,1,1,2,  , 
2,21,106,0002,001,03,31,01,2,01,11,2,2,2,  , 
2,21,106,0002,002,03,31,01,2,01,11,2,2,2,  , 
2,21,106,0006,001,04,31,01,1,07,11,1,2,2,10,2
2,21,106,0011,001,14,31,11,2,01,11,1,2,2,  , 
2,21,106,0012,001,04,31,01,2,01,11,2,2,2,  , 
2,21,106,0016,001,04,31,01,1,07,11,2,2,2,30,3
2,21,106,0017,001,04,31,01,2,01,11,2,2,2,  , 
2,21,106,0018,001,13,31,11,2,01,11,2,2,2,  , 
2,21,108,0004,001,04,31,01,2,01,11,1,2,2,  , 
2,21,108,0007,001,33,31,00,2,01,11,0,0,2,  , 
2,21,108,0008,001,03,31,01,1,07,11,2,2,2,30,2
2,21,108,0011,001,04,31,01,2,01,11,2,2,2,  , 
2,21,109,0002,001,03,31,01,2,01,11,1,2,2,  , 
2,21,113,0002,001,03,31,01,2,01,11,2,2,2,  , 
2,21,113,0003,001,14,31,11,2,01,11,2,2,2,  , 
2,21,113,0004,001,04,31,01,2,01,11,2,2,2,  , 
2,21,113,0004,002,04,31,01,2,01,11,2,2,2,  , 
2,21,113,0005,001,14,31,11,2,01,11,1,2,2,  , 
2,21,115,0003,001,03,31,01,2,01,11,2,2,2,  , 
2,21,117,0005,001,04,31,01,1,07,11,2,2,2,30,3
2,22,059,0001,001,03,31,01,2,01,00,2,2,2,  , 
2,22,059,0001,002,03,31,01,2,01,00,2,2,2,  , 
2,22,059,0001,003,03,31,01,2,01,00,2,2,2,  , 
2,22,059,0001,004,03,31,01,2,01,00,2,2,2,  , 
2,22,100,0009,001,04,31,01,1,07,11,2,2,2,31,1
2,22,100,0009,002,03,31,01,1,07,11,2,2,2,30,3
2,22,100,0010,001,03,01,01,2,01,00,2,2,2,  , 
2,22,100,0013,001,03,31,01,1,07,00,2,2,2,30,3
2,22,101,0001,001,13,31,11,2,01,00,2,2,2,  , 
2,22,101,0003,001,03,31,01,1,07,00,2,2,2,30,3
2,22,101,0006,001,03,31,01,2,01,00,2,2,2,  , 
2,22,101,0007,001,04,31,01,2,01,11,2,2,2,  , 
2,22,101,0007,002,04,31,01,2,01,11,2,2,2,  , 
2,22,101,0008,001,04,31,01,2,01,00,1,2,2,  , 
2,22,101,0008,002,04,31,01,2,01,00,1,2,2,  , 
2,22,101,0011,001,04,31,01,2,01,00,2,2,2,  , 
2,22,101,0015,001,03,31,01,2,01,00,2,2,2,  , 
2,22,101,0016,001,03,31,01,2,01,00,2,2,2,  , 
2,22,101,0017,001,04,31,01,2,01,00,2,2,2,  , 
2,22,102,0002,001,04,31,01,2,01,11,2,2,2,  , 
2,22,102,0003,001,61,00,00,5,07,00,0,0,2,00,0
2,22,102,0006,001,03,31,01,2,01,11,2,2,2,  , 
2,22,102,0007,001,04,31,01,2,01,11,2,2,2,  , 
2,22,102,0011,001,03,31,01,2,01,11,2,2,2,  , 
2,22,102,0011,002,03,31,01,2,01,11,2,2,2,  , 
2,22,102,0017,001,03,31,01,1,07,11,2,2,2,30,3
2,22,102,0024,001,04,31,01,2,01,11,2,2,2,  , 
2,22,103,0002,001,03,31,01,1,07,00,2,2,2,30,3
2,22,103,0002,002,03,31,01,2,01,00,2,2,2,  , 
2,22,103,0003,001,03,31,01,2,01,00,2,2,2,  , 
2,22,103,0003,002,03,31,01,2,01,00,2,2,2,  , 
2,22,103,0003,003,03,31,01,2,01,00,2,2,2,  , 
2,22,103,0005,001,03,31,01,2,01,00,1,2,2,  , 
2,22,103,0031,001,04,31,01,1,07,00,2,2,2,30,3
2,22,104,0004,001,03,31,01,2,01,00,2,2,2,  , 
2,22,104,0005,001,03,31,01,2,01,00,2,2,2,  , 
2,22,104,0010,001,04,31,01,1,07,00,2,2,2,31,3
2,22,104,0010,002,04,31,01,2,01,00,2,2,2,  , 
2,22,104,0012,001,03,31,01,1,07,00,2,2,2,60,2
2,22,104,0016,001,03,31,01,1,07,11,2,2,2,30,3
2,22,104,0020,001,03,31,01,2,01,00,2,2,2,  , 
2,22,104,0023,001,52,41,00,1,07,00,0,0,2,20,3
2,22,105,0004,001,12,01,11,1,07,00,2,2,2,30,3
2,22,106,0005,001,04,31,01,2,01,11,1,2,2,  , 
2,22,106,0007,001,03,31,01,2,01,00,2,2,2,  , 
2,22,106,0009,001,04,31,01,2,01,11,2,2,2,  , 
2,22,106,0009,002,04,31,01,2,01,11,2,2,2,  , 
2,22,106,0026,001,03,31,01,2,01,00,2,2,2,  , 
2,22,107,0006,001,04,31,01,1,07,11,1,2,2,30,2
2,22,107,0007,001,03,31,01,1,07,00,2,2,2,31,3
2,22,107,0007,002,04,31,01,1,07,00,2,2,2,30,3
2,22,108,0001,001,03,31,01,2,01,00,2,2,2,  , 
2,22,108,0004,001,03,31,01,1,07,00,2,2,2,30,3
2,22,108,0005,001,61,00,00,5,07,00,0,0,2,00,0
2,22,109,0001,001,03,31,01,1,07,11,2,2,2,26,3
2,22,111,0002,001,03,31,01,1,07,11,2,2,2,30,2
2,22,111,0002,002,03,31,01,2,01,11,2,2,2,  , 
2,22,111,0006,001,04,31,01,1,07,00,2,2,2,30,3
2,22,111,0007,001,03,31,01,2,01,00,2,2,2,  , 
2,22,111,0008,001,03,31,01,1,07,00,2,2,2,70,3
2,22,111,0009,001,04,31,01,2,01,11,2,2,2,  , 
2,22,111,0009,002,04,31,01,2,01,11,2,2,2,  , 
2,22,111,0011,001,03,31,01,2,01,00,2,2,2,  , 
2,22,111,0020,001,04,31,01,2,01,00,2,2,2,  , 
2,22,111,0023,001,04,31,01,2,01,00,2,2,2,  , 
2,22,113,0001,001,03,31,01,2,01,00,2,2,2,  , 
2,22,113,0003,001,04,31,01,2,01,00,2,2,2,  , 
2,22,119,0004,001,03,31,01,2,01,00,2,2,2,  , 
2,22,121,0001,001,04,31,01,2,01,11,2,2,2,  , 
2,22,122,0003,001,03,31,01,1,07,11,2,2,2,60,3
2,22,122,0004,001,03,31,01,1,07,00,2,2,2,30,3
2,22,122,0004,002,03,31,01,2,01,00,2,2,2,  , 
2,22,124,0001,001,03,31,01,2,01,00,2,2,2,  , 
2,22,124,0001,002,03,31,01,2,01,00,2,2,2,  , 
2,22,124,0006,001,03,31,01,2,01,00,2,2,2,  , 
2,22,124,0006,002,03,31,01,2,01,00,2,2,2,  , 
2,22,124,0008,001,03,31,01,2,01,00,2,2,2,  , 
2,22,124,0014,001,17,31,11,1,07,11,2,2,2,30,3
2,22,124,0018,001,04,31,01,1,07,11,2,2,2,30,3
2,22,124,0018,002,04,31,01,2,01,11,2,2,2,  , 
2,22,124,0018,003,04,31,01,2,01,11,2,2,2,  , 
2,22,124,0018,004,04,31,01,2,01,11,2,2,2,  , 
2,22,124,0020,001,12,31,11,2,01,00,2,2,2,  , 
2,22,124,0021,001,03,31,01,1,07,00,2,2,2,30,3
2,22,124,0023,001,03,01,01,2,01,00,1,2,2,  , 
2,22,124,0026,001,03,31,01,2,01,00,2,2,2,  , 
2,22,125,0001,001,04,31,01,2,01,11,2,2,2,  , 
2,22,125,0001,002,04,31,01,2,01,11,2,2,2,  , 
2,22,126,0014,001,52,41,00,2,01,00,0,0,2,  , 
2,22,126,0017,001,03,31,01,2,01,00,1,1,1,  , 
2,23,059,0001,001,03,31,01,1,07,11,1,2,2,80,1
2,23,059,0001,002,03,31,01,1,07,11,2,2,2,80,3
2,23,059,0002,001,03,31,01,2,01,11,2,2,2,  , 
2,23,059,0002,002,03,31,01,2,01,11,2,2,2,  , 
